"200485","2018-02-19 08:26:12","2018-06-06","10:00","95","CHILD"
"200486","2018-02-19 08:26:12","2018-06-06","10:30","95","CHILD"
"200487","2018-02-19 08:26:12","2018-06-06","11:00","95","CHILD"
"200488","2018-02-19 08:26:12","2018-06-06","11:30","95","CHILD"
"200490","2018-02-19 08:26:12","2018-06-13","10:00","95","CHILD"
"200491","2018-02-19 08:26:12","2018-06-13","10:30","95","CHILD"
"200492","2018-02-19 08:26:12","2018-06-13","11:00","95","CHILD"
"200493","2018-02-19 08:26:12","2018-06-13","11:30","95","CHILD"
"200495","2018-02-19 08:26:12","2018-06-20","10:00","95","CHILD"
"200496","2018-02-19 08:26:12","2018-06-20","10:30","95","CHILD"
"200497","2018-02-19 08:26:12","2018-06-20","11:00","95","CHILD"
"200498","2018-02-19 08:26:12","2018-06-20","11:30","95","CHILD"
"200518","2018-02-19 08:27:32","2018-02-21","09:30","107","CHILD OS"
"200519","2018-02-19 08:27:32","2018-02-21","10:00","107","CHILD OS"
"200520","2018-02-19 08:27:32","2018-02-21","10:30","107","CHILD OS"
"200521","2018-02-19 08:27:32","2018-02-21","11:00","107","CHILD OS"
"200522","2018-02-19 08:27:32","2018-02-21","11:30","107","CHILD OS"
"200523","2018-02-19 08:27:32","2018-02-21","12:00","107","CHILD OS"
"200524","2018-02-19 08:27:32","2018-02-21","12:30","107","CHILD OS"
"200525","2018-02-19 08:27:32","2018-02-21","13:00","107","CHILD OS"
"200526","2018-02-19 08:27:32","2018-02-21","13:30","107","CHILD OS"
"200527","2018-02-19 08:27:32","2018-02-28","09:30","107","CHILD OS"
"200528","2018-02-19 08:27:32","2018-02-28","10:00","107","CHILD OS"
"200529","2018-02-19 08:27:32","2018-02-28","10:30","107","CHILD OS"
"200530","2018-02-19 08:27:32","2018-02-28","11:00","107","CHILD OS"
"200531","2018-02-19 08:27:32","2018-02-28","11:30","107","CHILD OS"
"200532","2018-02-19 08:27:32","2018-02-28","12:00","107","CHILD OS"
"200533","2018-02-19 08:27:32","2018-02-28","12:30","107","CHILD OS"
"200534","2018-02-19 08:27:32","2018-02-28","13:00","107","CHILD OS"
"200535","2018-02-19 08:27:32","2018-02-28","13:30","107","CHILD OS"
"200536","2018-02-19 08:27:32","2018-03-07","09:30","107","CHILD OS"
"200537","2018-02-19 08:27:32","2018-03-07","10:00","107","CHILD OS"
"200538","2018-02-19 08:27:32","2018-03-07","10:30","107","CHILD OS"
"200539","2018-02-19 08:27:32","2018-03-07","11:00","107","CHILD OS"
"200540","2018-02-19 08:27:32","2018-03-07","11:30","107","CHILD OS"
"200541","2018-02-19 08:27:32","2018-03-07","12:00","107","CHILD OS"
"200542","2018-02-19 08:27:32","2018-03-07","12:30","107","CHILD OS"
"200543","2018-02-19 08:27:32","2018-03-07","13:00","107","CHILD OS"
"200544","2018-02-19 08:27:32","2018-03-07","13:30","107","CHILD OS"
"200545","2018-02-19 08:27:32","2018-03-14","09:30","107","CHILD OS"
"200546","2018-02-19 08:27:32","2018-03-14","10:00","107","CHILD OS"
"200547","2018-02-19 08:27:32","2018-03-14","10:30","107","CHILD OS"
"200548","2018-02-19 08:27:32","2018-03-14","11:00","107","CHILD OS"
"200549","2018-02-19 08:27:32","2018-03-14","11:30","107","CHILD OS"
"200550","2018-02-19 08:27:32","2018-03-14","12:00","107","CHILD OS"
"200551","2018-02-19 08:27:32","2018-03-14","12:30","107","CHILD OS"
"200552","2018-02-19 08:27:32","2018-03-14","13:00","107","CHILD OS"
"200553","2018-02-19 08:27:32","2018-03-14","13:30","107","CHILD OS"
"200554","2018-02-19 08:27:32","2018-03-21","09:30","107","CHILD OS"
"200555","2018-02-19 08:27:32","2018-03-21","10:00","107","CHILD OS"
"200556","2018-02-19 08:27:32","2018-03-21","10:30","107","CHILD OS"
"200557","2018-02-19 08:27:32","2018-03-21","11:00","107","CHILD OS"
"200558","2018-02-19 08:27:32","2018-03-21","11:30","107","CHILD OS"
"200559","2018-02-19 08:27:32","2018-03-21","12:00","107","CHILD OS"
"200560","2018-02-19 08:27:32","2018-03-21","12:30","107","CHILD OS"
"200561","2018-02-19 08:27:32","2018-03-21","13:00","107","CHILD OS"
"200562","2018-02-19 08:27:32","2018-03-21","13:30","107","CHILD OS"
"200563","2018-02-19 08:27:32","2018-03-28","09:30","107","CHILD OS"
"200564","2018-02-19 08:27:32","2018-03-28","10:00","107","CHILD OS"
"200565","2018-02-19 08:27:32","2018-03-28","10:30","107","CHILD OS"
"200566","2018-02-19 08:27:32","2018-03-28","11:00","107","CHILD OS"
"200567","2018-02-19 08:27:32","2018-03-28","11:30","107","CHILD OS"
"200568","2018-02-19 08:27:32","2018-03-28","12:00","107","CHILD OS"
"200569","2018-02-19 08:27:32","2018-03-28","12:30","107","CHILD OS"
"200570","2018-02-19 08:27:32","2018-03-28","13:00","107","CHILD OS"
"200571","2018-02-19 08:27:32","2018-03-28","13:30","107","CHILD OS"
"200572","2018-02-19 08:27:32","2018-04-04","09:30","107","CHILD OS"
"200573","2018-02-19 08:27:32","2018-04-04","10:00","107","CHILD OS"
"200574","2018-02-19 08:27:32","2018-04-04","10:30","107","CHILD OS"
"200575","2018-02-19 08:27:32","2018-04-04","11:00","107","CHILD OS"
"200576","2018-02-19 08:27:32","2018-04-04","11:30","107","CHILD OS"
"200577","2018-02-19 08:27:32","2018-04-04","12:00","107","CHILD OS"
"200578","2018-02-19 08:27:32","2018-04-04","12:30","107","CHILD OS"
"200579","2018-02-19 08:27:32","2018-04-04","13:00","107","CHILD OS"
"200580","2018-02-19 08:27:32","2018-04-04","13:30","107","CHILD OS"
"200581","2018-02-19 08:27:32","2018-04-11","09:30","107","CHILD OS"
"200582","2018-02-19 08:27:32","2018-04-11","10:00","107","CHILD OS"
"200583","2018-02-19 08:27:32","2018-04-11","10:30","107","CHILD OS"
"200584","2018-02-19 08:27:32","2018-04-11","11:00","107","CHILD OS"
"200585","2018-02-19 08:27:32","2018-04-11","11:30","107","CHILD OS"
"200586","2018-02-19 08:27:32","2018-04-11","12:00","107","CHILD OS"
"200587","2018-02-19 08:27:32","2018-04-11","12:30","107","CHILD OS"
"200588","2018-02-19 08:27:32","2018-04-11","13:00","107","CHILD OS"
"200589","2018-02-19 08:27:32","2018-04-11","13:30","107","CHILD OS"
"200599","2018-02-19 08:27:32","2018-04-25","09:30","107","CHILD OS"
"200600","2018-02-19 08:27:32","2018-04-25","10:00","107","CHILD OS"
"200601","2018-02-19 08:27:32","2018-04-25","10:30","107","CHILD OS"
"200602","2018-02-19 08:27:32","2018-04-25","11:00","107","CHILD OS"
"200603","2018-02-19 08:27:32","2018-04-25","11:30","107","CHILD OS"
"200604","2018-02-19 08:27:32","2018-04-25","12:00","107","CHILD OS"
"200605","2018-02-19 08:27:32","2018-04-25","12:30","107","CHILD OS"
"200606","2018-02-19 08:27:32","2018-04-25","13:00","107","CHILD OS"
"200607","2018-02-19 08:27:32","2018-04-25","13:30","107","CHILD OS"
"200608","2018-02-19 08:27:32","2018-05-02","09:30","107","CHILD OS"
"200609","2018-02-19 08:27:32","2018-05-02","10:00","107","CHILD OS"
"200610","2018-02-19 08:27:32","2018-05-02","10:30","107","CHILD OS"
"200611","2018-02-19 08:27:32","2018-05-02","11:00","107","CHILD OS"
"200612","2018-02-19 08:27:32","2018-05-02","11:30","107","CHILD OS"
"200613","2018-02-19 08:27:32","2018-05-02","12:00","107","CHILD OS"
"200614","2018-02-19 08:27:32","2018-05-02","12:30","107","CHILD OS"
"200615","2018-02-19 08:27:32","2018-05-02","13:00","107","CHILD OS"
"200616","2018-02-19 08:27:32","2018-05-02","13:30","107","CHILD OS"
"200617","2018-02-19 08:27:32","2018-05-09","09:30","107","CHILD OS"
"200618","2018-02-19 08:27:32","2018-05-09","10:00","107","CHILD OS"
"200619","2018-02-19 08:27:32","2018-05-09","10:30","107","CHILD OS"
"200620","2018-02-19 08:27:32","2018-05-09","11:00","107","CHILD OS"
"200621","2018-02-19 08:27:32","2018-05-09","11:30","107","CHILD OS"
"200622","2018-02-19 08:27:32","2018-05-09","12:00","107","CHILD OS"
"200623","2018-02-19 08:27:32","2018-05-09","12:30","107","CHILD OS"
"200624","2018-02-19 08:27:32","2018-05-09","13:00","107","CHILD OS"
"200625","2018-02-19 08:27:32","2018-05-09","13:30","107","CHILD OS"
"200626","2018-02-19 08:27:32","2018-05-16","09:30","107","CHILD OS"
"200627","2018-02-19 08:27:32","2018-05-16","10:00","107","CHILD OS"
"200628","2018-02-19 08:27:32","2018-05-16","10:30","107","CHILD OS"
"200629","2018-02-19 08:27:32","2018-05-16","11:00","107","CHILD OS"
"200630","2018-02-19 08:27:32","2018-05-16","11:30","107","CHILD OS"
"200631","2018-02-19 08:27:32","2018-05-16","12:00","107","CHILD OS"
"200632","2018-02-19 08:27:32","2018-05-16","12:30","107","CHILD OS"
"200633","2018-02-19 08:27:32","2018-05-16","13:00","107","CHILD OS"
"200634","2018-02-19 08:27:32","2018-05-16","13:30","107","CHILD OS"
"200635","2018-02-19 08:27:32","2018-05-23","09:30","107","CHILD OS"
"200636","2018-02-19 08:27:32","2018-05-23","10:00","107","CHILD OS"
"200637","2018-02-19 08:27:32","2018-05-23","10:30","107","CHILD OS"
"200638","2018-02-19 08:27:32","2018-05-23","11:00","107","CHILD OS"
"200639","2018-02-19 08:27:32","2018-05-23","11:30","107","CHILD OS"
"200640","2018-02-19 08:27:32","2018-05-23","12:00","107","CHILD OS"
"200641","2018-02-19 08:27:32","2018-05-23","12:30","107","CHILD OS"
"200642","2018-02-19 08:27:32","2018-05-23","13:00","107","CHILD OS"
"200643","2018-02-19 08:27:32","2018-05-23","13:30","107","CHILD OS"
"200644","2018-02-19 08:27:32","2018-05-30","09:30","107","CHILD OS"
"200645","2018-02-19 08:27:32","2018-05-30","10:00","107","CHILD OS"
"200646","2018-02-19 08:27:32","2018-05-30","10:30","107","CHILD OS"
"200647","2018-02-19 08:27:32","2018-05-30","11:00","107","CHILD OS"
"200648","2018-02-19 08:27:32","2018-05-30","11:30","107","CHILD OS"
"200649","2018-02-19 08:27:32","2018-05-30","12:00","107","CHILD OS"
"200650","2018-02-19 08:27:32","2018-05-30","12:30","107","CHILD OS"
"200651","2018-02-19 08:27:32","2018-05-30","13:00","107","CHILD OS"
"200652","2018-02-19 08:27:32","2018-05-30","13:30","107","CHILD OS"
"200653","2018-02-19 08:27:32","2018-06-06","09:30","107","CHILD OS"
"200654","2018-02-19 08:27:32","2018-06-06","10:00","107","CHILD OS"
"200655","2018-02-19 08:27:32","2018-06-06","10:30","107","CHILD OS"
"200656","2018-02-19 08:27:32","2018-06-06","11:00","107","CHILD OS"
"200657","2018-02-19 08:27:32","2018-06-06","11:30","107","CHILD OS"
"200658","2018-02-19 08:27:32","2018-06-06","12:00","107","CHILD OS"
"200659","2018-02-19 08:27:32","2018-06-06","12:30","107","CHILD OS"
"200660","2018-02-19 08:27:32","2018-06-06","13:00","107","CHILD OS"
"200661","2018-02-19 08:27:32","2018-06-06","13:30","107","CHILD OS"
"200662","2018-02-19 08:27:32","2018-06-13","09:30","107","CHILD OS"
"200663","2018-02-19 08:27:32","2018-06-13","10:00","107","CHILD OS"
"200664","2018-02-19 08:27:32","2018-06-13","10:30","107","CHILD OS"
"200665","2018-02-19 08:27:32","2018-06-13","11:00","107","CHILD OS"
"200666","2018-02-19 08:27:32","2018-06-13","11:30","107","CHILD OS"
"200667","2018-02-19 08:27:32","2018-06-13","12:00","107","CHILD OS"
"200668","2018-02-19 08:27:32","2018-06-13","12:30","107","CHILD OS"
"200669","2018-02-19 08:27:32","2018-06-13","13:00","107","CHILD OS"
"200670","2018-02-19 08:27:32","2018-06-13","13:30","107","CHILD OS"
"200671","2018-02-19 08:27:32","2018-06-20","09:30","107","CHILD OS"
"200672","2018-02-19 08:27:32","2018-06-20","10:00","107","CHILD OS"
"200673","2018-02-19 08:27:32","2018-06-20","10:30","107","CHILD OS"
"200674","2018-02-19 08:27:32","2018-06-20","11:00","107","CHILD OS"
"200675","2018-02-19 08:27:32","2018-06-20","11:30","107","CHILD OS"
"200676","2018-02-19 08:27:32","2018-06-20","12:00","107","CHILD OS"
"200677","2018-02-19 08:27:32","2018-06-20","12:30","107","CHILD OS"
"200678","2018-02-19 08:27:32","2018-06-20","13:00","107","CHILD OS"
"200679","2018-02-19 08:27:32","2018-06-20","13:30","107","CHILD OS"
"200700","2018-02-19 08:28:06","2018-02-28","11:00","96","CHILD"
"200701","2018-02-19 08:28:06","2018-02-28","11:30","96","CHILD"
"200702","2018-02-19 08:28:06","2018-03-07","11:00","96","CHILD"
"200703","2018-02-19 08:28:06","2018-03-07","11:30","96","CHILD"
"200704","2018-02-19 08:28:06","2018-03-14","11:00","96","CHILD"
"200705","2018-02-19 08:28:06","2018-03-14","11:30","96","CHILD"
"200706","2018-02-19 08:28:06","2018-03-21","11:00","96","CHILD"
"200707","2018-02-19 08:28:06","2018-03-21","11:30","96","CHILD"
"200708","2018-02-19 08:28:06","2018-03-28","11:00","96","CHILD"
"200709","2018-02-19 08:28:06","2018-03-28","11:30","96","CHILD"
"200710","2018-02-19 08:28:06","2018-04-04","11:00","96","CHILD"
"200711","2018-02-19 08:28:06","2018-04-04","11:30","96","CHILD"
"200716","2018-02-19 08:28:06","2018-04-25","11:00","96","CHILD"
"200717","2018-02-19 08:28:06","2018-04-25","11:30","96","CHILD"
"200718","2018-02-19 08:28:06","2018-05-02","11:00","96","CHILD"
"200719","2018-02-19 08:28:06","2018-05-02","11:30","96","CHILD"
"200720","2018-02-19 08:28:06","2018-05-09","11:00","96","CHILD"
"200721","2018-02-19 08:28:06","2018-05-09","11:30","96","CHILD"
"200722","2018-02-19 08:28:06","2018-05-16","11:00","96","CHILD"
"200723","2018-02-19 08:28:06","2018-05-16","11:30","96","CHILD"
"200724","2018-02-19 08:28:06","2018-05-23","11:00","96","CHILD"
"200725","2018-02-19 08:28:06","2018-05-23","11:30","96","CHILD"
"200726","2018-02-19 08:28:06","2018-05-30","11:00","96","CHILD"
"200727","2018-02-19 08:28:06","2018-05-30","11:30","96","CHILD"
"200728","2018-02-19 08:28:06","2018-06-06","11:00","96","CHILD"
"200729","2018-02-19 08:28:06","2018-06-06","11:30","96","CHILD"
"200730","2018-02-19 08:28:06","2018-06-13","11:00","96","CHILD"
"200731","2018-02-19 08:28:06","2018-06-13","11:30","96","CHILD"
"200732","2018-02-19 08:28:06","2018-06-20","11:00","96","CHILD"
"200733","2018-02-19 08:28:06","2018-06-20","11:30","96","CHILD"
"200738","2018-02-19 08:29:12","2018-02-28","14:30","95","CHILD"
"200739","2018-02-19 08:29:12","2018-02-28","15:00","95","CHILD"
"200740","2018-02-19 08:29:12","2018-02-28","15:30","95","CHILD"
"200741","2018-02-19 08:29:12","2018-02-28","16:00","95","CHILD"
"200742","2018-02-19 08:29:23","2018-02-28","14:30","96","CHILD"
"200743","2018-02-19 08:29:23","2018-02-28","15:00","96","CHILD"
"200744","2018-02-19 08:29:23","2018-02-28","15:30","96","CHILD"
"200745","2018-02-19 08:29:23","2018-02-28","16:00","96","CHILD"
"200746","2018-02-19 08:30:23","2018-03-02","14:30","45","CHILD/COM"
"200747","2018-02-19 08:30:23","2018-03-02","15:00","45","CHILD/COM"
"200748","2018-02-19 08:30:23","2018-03-02","15:30","45","CHILD/COM"
"200749","2018-02-19 08:30:23","2018-03-02","16:00","45","CHILD/COM"
"200750","2018-02-19 08:30:43","2018-03-02","18:30","45","CHILD"
"200751","2018-02-19 08:30:43","2018-03-02","19:00","45","CHILD"
"200752","2018-02-19 08:30:43","2018-03-02","19:30","45","CHILD"
"200753","2018-02-19 08:30:43","2018-03-02","20:00","45","CHILD"
"200754","2018-02-19 08:30:43","2018-03-02","20:30","45","CHILD"
"200755","2018-02-19 08:31:06","2018-03-03","18:30","45","CHILD"
"200756","2018-02-19 08:31:06","2018-03-03","19:00","45","CHILD"
"200757","2018-02-19 08:31:06","2018-03-03","19:30","45","CHILD"
"200758","2018-02-19 08:31:06","2018-03-03","20:00","45","CHILD"
"200759","2018-02-19 08:31:06","2018-03-10","18:30","45","CHILD"
"200760","2018-02-19 08:31:06","2018-03-10","19:00","45","CHILD"
"200761","2018-02-19 08:31:06","2018-03-10","19:30","45","CHILD"
"200762","2018-02-19 08:31:06","2018-03-10","20:00","45","CHILD"
"200763","2018-02-19 08:31:06","2018-03-17","18:30","45","CHILD"
"200764","2018-02-19 08:31:06","2018-03-17","19:00","45","CHILD"
"200765","2018-02-19 08:31:06","2018-03-17","19:30","45","CHILD"
"200766","2018-02-19 08:31:06","2018-03-17","20:00","45","CHILD"
"200767","2018-02-19 08:31:06","2018-03-24","18:30","45","CHILD"
"200768","2018-02-19 08:31:06","2018-03-24","19:00","45","CHILD"
"200769","2018-02-19 08:31:06","2018-03-24","19:30","45","CHILD"
"200770","2018-02-19 08:31:06","2018-03-24","20:00","45","CHILD"
"200771","2018-02-19 08:31:06","2018-03-31","18:30","45","CHILD"
"200772","2018-02-19 08:31:06","2018-03-31","19:00","45","CHILD"
"200773","2018-02-19 08:31:06","2018-03-31","19:30","45","CHILD"
"200774","2018-02-19 08:31:06","2018-03-31","20:00","45","CHILD"
"200775","2018-02-19 08:31:06","2018-04-07","18:30","45","CHILD"
"200776","2018-02-19 08:31:06","2018-04-07","19:00","45","CHILD"
"200777","2018-02-19 08:31:06","2018-04-07","19:30","45","CHILD"
"200778","2018-02-19 08:31:06","2018-04-07","20:00","45","CHILD"
"200783","2018-02-19 08:31:06","2018-04-21","18:30","45","CHILD"
"200784","2018-02-19 08:31:06","2018-04-21","19:00","45","CHILD"
"200785","2018-02-19 08:31:06","2018-04-21","19:30","45","CHILD"
"200786","2018-02-19 08:31:06","2018-04-21","20:00","45","CHILD"
"200787","2018-02-19 08:31:06","2018-04-28","18:30","45","CHILD"
"200788","2018-02-19 08:31:06","2018-04-28","19:00","45","CHILD"
"200789","2018-02-19 08:31:06","2018-04-28","19:30","45","CHILD"
"200790","2018-02-19 08:31:06","2018-04-28","20:00","45","CHILD"
"200791","2018-02-19 08:31:06","2018-05-05","18:30","45","CHILD"
"200792","2018-02-19 08:31:06","2018-05-05","19:00","45","CHILD"
"200793","2018-02-19 08:31:06","2018-05-05","19:30","45","CHILD"
"200794","2018-02-19 08:31:06","2018-05-05","20:00","45","CHILD"
"200795","2018-02-19 08:31:06","2018-05-12","18:30","45","CHILD"
"200796","2018-02-19 08:31:06","2018-05-12","19:00","45","CHILD"
"200797","2018-02-19 08:31:06","2018-05-12","19:30","45","CHILD"
"200798","2018-02-19 08:31:06","2018-05-12","20:00","45","CHILD"
"200799","2018-02-19 08:31:06","2018-05-19","18:30","45","CHILD"
"200800","2018-02-19 08:31:06","2018-05-19","19:00","45","CHILD"
"200801","2018-02-19 08:31:06","2018-05-19","19:30","45","CHILD"
"200802","2018-02-19 08:31:06","2018-05-19","20:00","45","CHILD"
"200803","2018-02-19 08:31:06","2018-05-26","18:30","45","CHILD"
"200804","2018-02-19 08:31:06","2018-05-26","19:00","45","CHILD"
"200805","2018-02-19 08:31:06","2018-05-26","19:30","45","CHILD"
"200806","2018-02-19 08:31:06","2018-05-26","20:00","45","CHILD"
"200811","2018-02-19 08:31:06","2018-06-09","18:30","45","CHILD"
"200812","2018-02-19 08:31:06","2018-06-09","19:00","45","CHILD"
"200813","2018-02-19 08:31:06","2018-06-09","19:30","45","CHILD"
"200814","2018-02-19 08:31:06","2018-06-09","20:00","45","CHILD"
"200815","2018-02-19 08:31:06","2018-06-16","18:30","45","CHILD"
"200816","2018-02-19 08:31:06","2018-06-16","19:00","45","CHILD"
"200817","2018-02-19 08:31:06","2018-06-16","19:30","45","CHILD"
"200818","2018-02-19 08:31:06","2018-06-16","20:00","45","CHILD"
"200831","2018-02-19 08:31:41","2018-03-04","14:30","92","CHILD"
"200832","2018-02-19 08:31:41","2018-03-04","15:00","92","CHILD"
"200833","2018-02-19 08:31:41","2018-03-04","15:30","92","CHILD"
"200834","2018-02-19 08:31:41","2018-03-04","16:00","92","CHILD"
"200835","2018-02-19 08:31:41","2018-03-04","16:30","92","CHILD"
"200836","2018-02-19 08:31:41","2018-03-04","17:00","92","CHILD"
"200837","2018-02-19 08:32:13","2018-03-07","14:30","95","CHILD"
"200838","2018-02-19 08:32:13","2018-03-07","15:00","95","CHILD"
"200839","2018-02-19 08:32:13","2018-03-07","15:30","95","CHILD"
"200840","2018-02-19 08:32:13","2018-03-07","16:00","95","CHILD"
"200845","2018-02-19 08:32:46","2018-03-09","14:30","45","CHILD/COM"
"200846","2018-02-19 08:32:46","2018-03-09","15:00","45","CHILD/COM"
"200847","2018-02-19 08:32:46","2018-03-09","15:30","45","CHILD/COM"
"200848","2018-02-19 08:32:46","2018-03-09","16:00","45","CHILD/COM"
"200849","2018-02-19 08:33:21","2018-03-11","14:30","92","CHILD"
"200850","2018-02-19 08:33:21","2018-03-11","15:00","92","CHILD"
"200851","2018-02-19 08:33:21","2018-03-11","15:30","92","CHILD"
"200852","2018-02-19 08:33:21","2018-03-11","16:00","92","CHILD"
"200853","2018-02-19 08:33:21","2018-03-11","16:30","92","CHILD"
"200854","2018-02-19 08:33:21","2018-03-11","17:00","92","CHILD"
"200855","2018-02-19 08:34:31","2018-02-20","12:00","45","I-DCP Info"
"200856","2018-02-19 08:34:31","2018-02-20","12:30","45","I-DCP Info"
"200857","2018-02-19 08:35:01","2018-02-20","18:00","45","Food Allergies"
"200858","2018-02-19 08:35:33","2018-02-21","09:00","117","CCCSSR OS"
"200859","2018-02-19 08:35:33","2018-02-21","09:30","117","CCCSSR OS"
"200860","2018-02-19 08:35:33","2018-02-21","10:00","117","CCCSSR OS"
"200863","2018-02-19 08:36:57","2018-02-21","10:30","93","Team OS"
"200864","2018-02-19 08:36:57","2018-02-21","11:00","93","Team OS"
"200865","2018-02-19 08:37:30","2018-02-21","12:00","93","Couples/Commut"
"200866","2018-02-19 08:37:30","2018-02-21","12:30","93","Couples/Commut"
"200869","2018-02-19 08:38:39","2018-02-21","18:00","45","PSRP Facilitato"
"200870","2018-02-19 08:39:16","2018-02-21","18:00","26","1Y Att Orient"
"200871","2018-02-19 08:39:48","2018-02-22","12:00","45","Inspectors"
"200872","2018-02-19 08:39:48","2018-02-22","12:30","45","Inspectors"
"200877","2018-02-19 08:41:10","2018-02-23","12:00","45","HCs"
"200878","2018-02-19 08:41:10","2018-02-23","12:30","45","HCs"
"200881","2018-02-19 08:41:48","2018-02-24","12:00","26","Piano"
"200882","2018-02-19 08:41:48","2018-02-24","12:30","26","Piano"
"200883","2018-02-19 08:42:06","2018-02-24","18:00","45","2Y Att Orient"
"200884","2018-02-19 08:42:59","2018-02-28","16:30","45","Brothers Mtg"
"200885","2018-02-19 08:43:12","2018-02-28","16:30","26","Sisters Mtg"
"200887","2018-02-19 08:43:48","2018-02-28","18:30","45","1T Study Mtg"
"200888","2018-02-19 08:43:48","2018-02-28","19:00","45","1T Study Mtg"
"200889","2018-02-19 08:44:48","2018-03-01","18:00","45","1TS"
"200890","2018-02-19 08:44:48","2018-03-01","18:30","45","1TS"
"200891","2018-02-19 08:45:10","2018-03-01","18:00","26","HCs/Team Monito"
"200896","2018-02-19 08:49:05","2018-03-07","16:30","45","Visa Support"
"200897","2018-02-19 08:50:41","2018-03-21","16:30","93","Visa Support"
"200898","2018-02-19 08:51:01","2018-04-04","16:30","93","Visa Support"
"200899","2018-02-19 08:51:39","2018-05-16","14:00","93","Visa Support"
"200900","2018-02-19 08:51:39","2018-05-16","14:30","93","Visa Support"
"200901","2018-02-19 08:51:39","2018-05-16","15:00","93","Visa Support"
"200902","2018-02-19 08:51:39","2018-05-16","15:30","93","Visa Support"
"200903","2018-02-19 08:51:39","2018-05-16","16:00","93","Visa Support"
"200904","2018-02-19 08:51:39","2018-05-16","16:30","93","Visa Support"
"200905","2018-02-19 08:51:39","2018-05-16","17:00","93","Visa Support"
"200906","2018-02-19 08:51:39","2018-05-16","17:30","93","Visa Support"
"200921","2018-02-19 08:52:31","2018-06-20","16:30","45","Visa Support"
"200922","2018-02-19 08:53:37","2018-02-19","18:30","26","CLASS"
"200923","2018-02-19 08:53:37","2018-02-19","19:00","26","CLASS"
"200924","2018-02-19 08:53:37","2018-02-19","19:30","26","CLASS"
